OTU ID	ex_blank1_S40_L001	ex_blank2_S112_L001	ex_blank3_S7_L001	ex_blank4_S122_L001	ex_blank5_S104_L001	ex_blank6_S100_L001	pH20_BR_post_S108_L001	pH20_BR_pre_S53_L001	pH20_CB_A1_S54_L001	pH20_CB_A2_S9_L001	pH20_CB_A3_S5_L001	pH20_CB_A4_S89_L001	pH20_CB_I_S32_L001	pH20_CB_N1_S24_L001	pH20_CB_N2_S101_L001	pH20_CB_N3_S67_L001	pH20_CB_N4_S59_L001	pH20_CN_A1_S93_L001	pH20_CN_A2_S77_L001	pH20_CN_A3_S33_L001	pH20_CN_A4_S45_L001	pH20_CN_N1_S43_L001	pH20_CN_N2_S14_L001	pH20_CN_N3_S103_L001	pH20_CN_N4_S94_L001	pH20_HB_post_S36_L001	pH20_HB_pre_S115_L001	pH20_MI_A1_S76_L001	pH20_MI_A2_S60_L001	pH20_MI_A3_S25_L001	pH20_MI_A4_S19_L001	pH20_MI_I_S106_L001	pH20_MI_N1_S86_L001	pH20_MI_N2_S120_L001	pH20_MI_N3_S129_L001	pH20_MI_N4_S65_L001	pH20_NG_A1_S63_L001	pH20_NG_A2_S26_L001	pH20_NG_A3_S3_L001	pH20_NG_A4_S74_L001	pH20_NG_I_S69_L001	pH20_NG_N1_S57_L001	pH20_NG_N2_S37_L001	pH20_NG_N3_S41_L001	pH20_NG_N4_S79_L001	pH20_PR_A1_S13_L001	pH20_PR_A2_S16_L001	pH20_PR_A3_S83_L001	pH20_PR_A4_S128_L001	pH20_PR_I_S102_L001	pH20_PR_N1_S27_L001	pH20_PR_N2_S1_L001	pH20_PR_N3_S107_L001	pH20_PR_N4_S71_L001	pH20_RP_A1_S10_L001	pH20_RP_A2_S135_L001	pH20_RP_A3_S80_L001	pH20_RP_A4_S84_L001	pH20_RP_I_S51_L001	pH20_RP_N1_S105_L001	pH20_RP_N2_S72_L001	pH20_RP_N3_S118_L001	pH20_RP_N4_S97_L001	pH20_TF_A1_S134_L001	pH20_TF_A2_S58_L001	pH20_TF_A3_S90_L001	pH20_TF_A4_S98_L001	pH20_TF_I_S78_L001	pH20_TF_N1_S23_L001	pH20_TF_N2_S126_L001	pH20_TF_N3_S119_L001	pH20_TF_N4_S99_L001	pH20_WA_A1_S18_L001	pH20_WA_A2_S15_L001	pH20_WA_A3_S4_L001	pH20_WA_A4_S48_L001	pH20_WA_I_S121_L001	pH20_WA_N1_S28_L001	pH20_WA_N2_S44_L001	pH20_WA_N3_S70_L001	pH20_WA_N4_S17_L001
Zotu3621	9	5	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	9	0	1	21	0	23	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Zotu852	1	0	0	0	0	0	0	2	49	19	62	88	7	0	0	1	0	0	0	0	0	0	0	0	0	1	5	32	17	40	20	13	10	1	0	2	32	39	89	15	10	0	1	0	0	0	0	1	0	0	0	1	0	0	3	4	30	2	3	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3265	1	0	0	0	0	0	0	0	3	0	7	10	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0
Zotu1028	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5	241	26	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	103	3	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	30	1	0	1	0	1	0	0	0	0	14	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Zotu6113	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	7	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	1	3	4	0	0	0	4	1	0	0	7	0	0	0	0
Zotu4735	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	7	1	0	0	0	1	0	2	6	2	6	0	0	0	0	0	2	16	4	8
Zotu6255	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu93	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	15	0	0	0	0	0	5	1	0	0	0	0	0	0	0	2875	4	1459	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	19	2	5	0	0	1	0	0	1	1	0	0	3	0	2	2	4	75	115	19	68	0	0	0	0	0	0	0	0	0
Zotu1651	1	0	0	0	0	0	0	0	8	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	6	34	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10099	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Zotu778	9	0	17	3	14	8	2	2	0	2	0	0	5	1	2	0	0	79	67	94	32	89	25	26	108	39	2	0	0	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	0	1	0	0	0	1	1	0	0	1	2	1	0	0	5	0	0	0	0	1	1	0	0	2	1	0	0	0	0	0	4	0	1	0	1	0	0
Zotu12685	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	2	1	0	0	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu987	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	10	11	7	0	1	0	0	0	4	8	3	4	9	0	8	5	3	2	33	29	77	27	0	0	0	4	12	53	26	69	25
Zotu545	1	0	0	0	0	0	0	0	5	7	17	4	0	14	0	23	3	0	0	0	0	0	0	0	0	0	0	8	7	5	7	6	8	1	4	10	30	0	17	5	0	0	0	0	0	60	0	58	1	0	8	2	3	21	43	13	26	13	0	6	8	22	8	151	29	9	26	0	4	24	4	7	30	28	66	38	0	6	6	10	4
Zotu8280	1	0	0	0	0	0	0	2	0	2	0	0	1	0	1	0	0	2	2	2	0	0	0	1	1	3	1	0	1	2	0	2	0	0	0	0	0	2	0	0	0	0	1	0	1	2	1	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	3	0	0	1	0	2	0	0	0	0	0	0	2	2	2	0	0	0	0
Zotu4581	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	12	0	1	0	0	0	0	1	0	9	0	0	0	1	0	0	0	1	0	0	0	0	3	3	0	2	3	30	2	0	4	0
Zotu2	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	4	0	2	4	0	0	1	4	0	1	5	1	3	2	0	0	0	1	3	4	1	0	1	0	0	0	0	2	6	90	4	2	0	2	5	63	2	10	5	6	8	3	210	48	258	250	712	0	7	3283	0	0	2	72	2	14717	3334	9819	6720	4	2457	2240	3117	4560
Zotu6297	2	0	0	0	0	0	0	0	12	5	2	8	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Zotu1023	2	0	0	0	0	0	0	13	0	2	5	2	117	19	38	4	12	3	0	0	0	0	0	0	0	1	44	5	2	9	5	167	0	10	1	0	2	1	0	0	0	0	0	0	0	1	0	2	1	7	4	0	0	0	0	0	1	0	91	1	1	3	2	1	0	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0
Zotu3024	3	0	0	0	0	0	1	0	0	0	0	1	27	1	0	0	2	0	0	0	1	0	0	0	0	0	4	1	0	3	1	58	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0	0	2	0	11	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0
Zotu1438	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	258	0	0	1	7	1	59	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu834	1	0	0	0	2	0	0	71	0	0	0	0	0	0	0	0	0	8	0	0	0	12	31	3	30	0	0	3	0	0	1	3	0	2	0	0	0	0	0	1	0	1	0	0	0	2	0	31	6	202	0	2	0	4	1	0	0	0	45	0	0	0	3	1	0	4	4	22	0	0	0	0	0	0	0	2	106	2	0	2	2
Zotu11531	1	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0
Zotu12331	1	1	0	0	1	1	0	0	0	0	0	4	1	0	0	0	2	7	1	7	7	1	8	3	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	3	0	5	0	0	1	4	0	1	0	0	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1
Zotu5979	1	1	2	1	0	2	0	0	5	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	1	2	4	0	0	0	0	1	1	0	1	0	1	0	2	0	0	0	0	0	0	0	4	1	0	1	3	0	0	0	0	0	1	0	0	0	2	0	1	1	0	3	0	0	0	0	0	2	1	1	1	0	1	0
Zotu92	1	0	0	0	1	0	0	0	29	1	31	32	0	0	0	0	0	23	0	1	0	0	0	9	0	0	0	62	71	15	181	0	0	0	1	0	373	208	162	170	2	25	64	0	118	14	1	2679	1	0	1	147	489	7	3	3	31	50	0	0	0	12	0	6	9	306	137	0	1	43	0	0	0	0	0	0	0	0	0	0	0
Zotu3607	2	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	7	0	0	0	0	0	5	0	1	27	2	0	4	1	0	1	0	0	0	0	0	0	0
Zotu4100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	5	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	15	1	0	0	0	0	0	0	0	0	0	0
Zotu10679	1	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu6999	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	19	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	0	0	3	0	0	0	0
Zotu33	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	2	17	0	0	0	0	0	0	0	0	1324	1	389	0	0	0	0	0	0	0	0	0	0	0	0	515	0	429	686	175	0	0	0	1	0	0	1437	1209	853	1909	0	0	0	0	0	1163	1298	371	631	0	0	0	0	0	0	0	204	1
Zotu9859	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0
Zotu7403	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	14	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	2	0	4	0	0	1	0	0	0	0	0	0	0	0	0	2
Zotu5863	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	2	7	3	2	0	1	6	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	5	3	0	3	3	0	0	3	1	7	0	2	0	0	0	0	1	0	0	2	7	0	0	1	1	0	1	0	2	0	0	1	0	0	0	1	0	0	0	1	1	0	0
Zotu5335	0	30	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	10	0	0	0	0	0	0	0	0	16	2	0	0	0
Zotu3033	0	1	0	0	0	0	0	2	10	12	14	2	8	0	0	0	2	0	0	0	1	1	0	0	0	0	0	26	3	13	5	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	2	0	0	4	0	0	3	8	13	3	5	0	0	0	2	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu13225	0	2	0	0	0	2	0	0	2	0	1	0	0	1	1	0	0	1	0	2	0	0	0	3	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
Zotu10399	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu67	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	11	0	2	4	0	0	0	0	0	0	0	0	2008	1	0	251	2287	0	1	0	0	1	4	1014	676	103	75	67	0	34	0	8	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1420	0	11	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	1	0	0	0	29	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	6	0	0	0	0	3	3	0	0	48	1	0	1	0	3	4	3	2	64	6	2	3	12	0	0	1	1	98	3	1	2	0
Zotu595	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	48	37	18	0	2	18	66	3	49	2	16	0	0	12	1	7	0	89	162	163	30	0	5	0	5	13
Zotu3350	0	1	0	0	0	0	0	0	1	0	0	0	50	0	3	0	5	0	0	0	0	1	0	0	0	0	2	0	0	0	1	12	0	0	0	0	0	0	3	0	39	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	11	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0
Zotu12921	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	1	0	1	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2129	0	1	0	0	0	0	0	4	2	0	4	4	16	1	0	0	0	0	0	0	0	0	0	17	0	0	22	2	0	5	2	17	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	27	0	0	0	0	3	1	0	5	13	1	0	2	1	2	0	0	2	24	0	0	0	2
Zotu3448	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	5	0	2	0	0	0	0	0	18	0	21	0	5	3	0	2	0	3	0	26	1	0	0	0	0	0	0	0	0	0
Zotu8158	0	1	0	0	0	0	0	10	1	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	2	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0
Zotu9808	0	1	0	0	0	0	0	1	2	0	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	1	0	0	0	2	0	0	0	1	1	0	0	0	2	1	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	1	0	0	0	0	1	0	1	3	0	0	0	0	1
Zotu702	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	654	0	12	0	1	1	1	0	0	15	3	0	0	4	0	0	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
Zotu4517	0	2	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	14	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	1	0	4	0	0	3	0	0	1	0	1	0	0	0	0	0
Zotu8330	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	2	0	4	5	0	0	0	0	0	0	0	8	0	0	4	0	0	2	2	0	0	11	5	0	0	0	0	0	2	0	0	0	0
Zotu7428	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	6	19	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4483	0	1	0	0	0	0	0	0	0	0	0	0	0	11	12	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	1	0	0	2	0	0	18	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	2	2	4	0	0	0	0	0	1	0	4	0	0	0	1	0	0	6	0	3	3
Zotu3084	0	1	0	0	0	0	0	0	9	3	7	9	25	0	0	0	0	0	0	0	0	0	0	0	0	0	19	3	1	2	1	15	0	0	0	0	3	1	10	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu608	0	1	0	0	0	0	0	417	0	0	0	0	5	2	0	1	1	4	1	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	4	26	1	1	1	0	4	0	1	1	86	12	2	7	3	2	1	24	25	95	19	2	10	16	0	0	0	0	49	3	0	4	4
Zotu2730	0	0	1	0	0	0	0	0	17	1	13	13	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	17	9	3	0	0	0	0	2	0	0	0	3	0	0	0	0	10	0	0	0	0	1	0	0	0	2	2	19	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu1340	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	25	0	0	0	0	0	0	2	0	64	1	0	0	0	4	1	4	7	28	1	0	5	3	6	2	3	8	143	7	3	4	4
Zotu10092	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	2	0
Zotu4868	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	2	0	19	0	1	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu12908	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10728	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6968	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu11050	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	2	0
Zotu10159	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	1	15	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	16	0	0	0	1	0	0	0	0	8	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu10285	0	0	1	0	0	0	0	0	14	3	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	2	0	4	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	5	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu161	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	7	16	100	188	0	1	0	1	0	0	2	0	1	0	0	0	0	0	1	47	1788	773	67	0	0	0	0	0	0	0	0	0
Zotu1492	0	0	2	0	0	0	0	0	0	0	0	2	10	5	8	3	0	0	0	0	0	0	0	0	0	0	6	0	0	4	1	8	0	0	0	0	2	5	2	4	249	7	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	2	1	0	0	0	4	0	0	0	0	1	0	0	0	2	0	0	0	0
Zotu34	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6687	0	0	2	0	0	0	1	0	3038	958	1135	673	0	1	0	0	0
Zotu212	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	141	0	0	0	1	0	27	2	0	0	1	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	697	406	246	0	0	0	0	0	0	5	6	0	3	0	0	1	2	0	250	125	223	215	0	0	0	2	0	148	0	0	0
Zotu48	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	1	1	1	0	1	1	2	2	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	2	1	65	94	15	36	0	372	138	143	706	1	0	0	0	0	1	0	943	0	516	492	1681	930	3	1161	835	1368	552
Zotu5071	0	0	3	1	0	0	0	0	0	1	0	0	6	0	0	0	0	0	2	0	0	0	0	0	0	0	4	1	0	2	0	42	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu11393	0	0	1	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	0	10	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	3	1	2	1	0	0	0	0	0	3	2	2	0	0	0	1
Zotu1410	0	0	1	0	0	0	0	0	24	13	18	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	3	14	6	0	1	0	1	0	0	14	2	0	0	0	0	0	0	18	0	11	0	0	0	0	0	3	6	3	12	12	0	0	0	0	0	12	38	23	7	0	0	0	0	0	7	12	2	18	0	0	0	0	0
Zotu13003	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu24	0	0	1	0	1	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	54	105	0	1	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	434	3	1	85	617	2721	0	0	0	0	3	37	2	3431	0	226	610	0	1	3946	750	2579
Zotu569	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	13	9	21	17	0	2	26	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	61	33	65	10	0	34	65	8	14	0	0	1	0	0	1	0	0	0	58	41	61	17	0	102	107	83	78
